,公司名称,发布时间,岗位名称,岗位需求,工资待遇,所属行业,招聘网址,结束时间
20,广州杰颉软件科技有限公司,2018-03-02,Python开发工程师(广州杰颉软件科技有限公司),岗位职责：1.负责业务系统的架构设计以及核心功能模块的实现；2.负责业务系统的功能拆分、计划制定以及跟踪开发过程；任职资格：1.精通利用python/c进行网络编程，熟练使用多进程和多线程。2.熟悉Oracle数据库，精通者优先3.精通Linux内核结构，并熟练使用各种linux操作系统命令。4.熟练使用db2、informix、mysql、postgresql5.具备良好的编程习惯（有编写单元测试习惯），并熟悉开发测试一体化基本流程，熟练使用git、reviewboard、bugzilla等常用质量管理工具6.具备良好的沟通能力，能够将问题描述清楚，并主动与团队沟通7.能过承担编程压力和学习压力，具备正面思维者优先,10000-15000,信息安全|数据服务,https://www.lagou.com/jobs/3794749.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
21,北京中科网航安全技术有限公司,2018-03-02,海淀区Python开发工程师招聘,"1.网络流量分析平台的设计、相关模块开发及文档书写；2.网络用户通信行为数据分析。3.负责产品的研发工作；4.负责产品架构设计；5.负责产品前后台功能模块开发。
1.本科及以上学历，1-3年研发经验；2.熟练使用mysql，有过redis、memcache等缓存数据库，对消息队列有一定了解；3.熟悉linux及常规操作；4.熟练python，具有python数据分析经验；",12000以上,IT|互联网|通信|电子,http://www.shoudurc.com/personal/jb21355E82B2.html,2018-03-10
22,北方大贤风电科技（北京）有限公司,2018-03-02,python 开发工程师,"1、对python的基础有一定的掌握；
2、对Python相关的前沿技术有了解；
3、熟练掌握一种Python web开发框架（Tornado 、Django、flask或其他框架）, 理解HTTP协议；
4、理解数据库原理和SQL优化，了解常用数据库；
5、学习能力强，善于接受新事物，解决新问题；
6、具有团队合作精神和独立的研究能力，有工作责任心",面议,风电,http://fdjob.bjx.com.cn/job.aspx?id=586270,2018-03-17
23,百度在线网络技术（北京）有限公司,2018-03-02,Python实习生,"【百度实习】-【金融数据智能部】 –【 java/python实习生】-【北京】 工作职责： -参与百度金融平台相关产品开发和运维工作； -参与百度金融平台界面相关的开发工作； 职位要求： -计算机相关专业，本科及以上学历 -能熟练地应用以下一门或几门技术进行软件开发 1)Java; Linux/Unix Shell编程 2)Python/PHP; 网络技术及相应的开发 3)HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局 4)JavaScript、Ajax等Web开发技术,熟练运用至少一款主流的JS框架 5)熟悉W3C标准，对表现与数据分离、Web语义化等有较为深刻的理解 -热爱互联网，对互联网相关业务或技术充满好奇及热情 -快速的产品及业务学习能力，敏捷而周到的逻辑思维能力 -有责任心，敢于担当，工作积极主动 -具备良好的团队合作精神，能融入多功能团队并与其他部门同事进行良好的沟通及合作",3000-6000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416953562.html?sid=seo_aladingb,2018-04-01
24,会找房（北京）网络技术有限公司,2018-03-02,Python(会找房（北京）网络技术有限公司),岗位职责：1、负责数据库设计，系统设计，API接口设计，对外系统接入等；2、根据产品需求制定技术方案，项目计划；3、负责分析业务领域比较复杂的问题，提出解决方案并执行；4、配合运维人员进行数据库性能优化及问题的分析解决；5、负责对研发项目制定单元测试、压力测试方案并执行；任职要求：1.三年以上Python开发经验，有互联网开发背景；2.掌握面向对象设计开发，熟悉常见设计模式；3.熟练使用常用MVC、ORM框架；4.熟悉MySQL数据库，有Redis或memcache缓存系统使用经验；5.熟悉分布式、缓存、消息、搜索等机制，有分布式系统、集群架构设计和使用经验优先；6.熟悉HTML/CSS/JS等前端技术优先；7.有责任心、有想法，热爱技术，喜欢钻研；8.有较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题。,15000-25000,移动互联网、金融,https://www.lagou.com/jobs/2463968.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
25,北京中科网航安全技术有限公司,2018-03-02,海淀区Python开发实习生招聘,"1、完成软件系统代码的实现，编写代码注释和开发文档；2、辅助进行系统的功能定义,程序设计；3、根据设计文档或需求说明完成代码编写，调试，测试和维护；4、分析并解决软件开发过程中的问题；5、协助测试工程师制定测试计划，定位发现的问题；6、配合项目经理完成相关任务目标。
1、熟悉python编程语言，有一定的代码编写能力；2、熟悉xml、json等数据结构；3、了解mysql数据库；4、了解web网络协议，熟悉网络爬虫和网络数据分析；5、学习能力强。6、能够保证每周4天实习时间，实习期不少于6个月。",3000以上,IT|互联网|通信|电子,http://www.shoudurc.com/personal/jb2CD9FA5E79.html,2018-03-10
26,北京小象科技有限公司,2018-03-02,Python讲师,岗位职责： 1. 研发 Python 课程内容、课件、讲义； 2. 按照教学大纲、教学进度，进行备课，完善课件、讲义，积极主动高质量地完成教学、辅导工作； 3. 配合市场部门的招生宣传工作； 4. 新技术学习能力强大。 任职资格: 1. 985、211高校计算机相关专业本科及以上学历； 2. 有 Python 开发经验者优先； 3. 有授课/讲座经验者优先； 4. 扎实的Python编程基础，熟悉常用的开源库；,8000-16000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416246807.html?sid=seo_aladingb,2018-04-01
27,北京云京科技有限公司,2018-03-02,python后端工程师(北京云京科技有限公司),主要职责：1.协助架构工程师制定API接口标准；2.负责公司服务产品的API开发工作；3.负责公司内部基础库和便捷工具的开发工作；4.完成产品功能的单元测试工作；5.建立和完善开发文档；6.负责和协助上级交办的其他工作；职位要求：1.计算机基础知识掌握牢固，具备一年以上python开发经验；2.熟悉并使用过MySQL、Postgresql、Django、NGINX、linux、redis等工具；3.具备配合前端工程师的团队开发经验；4.具备良好的编码习惯与编程素质；5.熟悉C/C++编程语言者优先；6.具有大规模高并发访问的应用开发经验优先。,10000-20000,信息安全|企业服务,https://www.lagou.com/jobs/4133030.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
28,北京博派通达科技有限公司,2018-03-02,Python 高级工程师(模拟请求、爬虫方向),我们是一家创业公司，在做互联网保险相关的产品，期待你的加入。 ## 工作地点 北京 - 惠新西街南口地铁附近 ## 工作环境 - 标配 MacBook Pro + U2415 显示器 - Ergonor 工作椅 - 凸墙环境和服务 - 无限零食、饮料、水果 - 扁平化层级 - 很多绿植 - 介绍对象 - 持续招妹子 - 报销所有专业书籍 ## 薪资范围 10 - 30K ## Python 高级工程师（模拟请求方向） ### 工作职责 - 通过模拟请求将人工复杂操作转变为自动化操作 - 将自动化操作融入整套系统 - 获取业务所需数据 ### 职位要求 - 一年以上 Python 开发经验 - 精通网络编程、熟悉 HTTP 协议 - 熟悉 HTML、XPath、CSS、JavaScript - 熟悉正则表达式，从结构化的和非结构化的数据中获取信息 - 拥有良好的编码习惯，结构清晰，命名规范，逻辑性强，认同单元测试 - 善于思考，能独立分析和解决问题 - 责任心强，具备良好的团队合作精神 - 熟练使用 Git，熟悉 Pull Request 工作流 - 如果您有 Blog、GitHub、Stack Overflow、微博、Twitter 帐号，强烈建议您附注在简历中 工作地址 北京市朝阳区北土城东路4号院1号楼,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1414874996.html?sid=seo_aladingb,2018-04-01
29,北京百观科技有限公司,2018-03-02,Python数据与爬虫工程师(北京百观科技有限公司),职位描述：数据工程师将是团队核心成员。我们会一起挑战有趣的技术难题，在自由开放的氛围下，将前沿的数据抓取与存储技术转化成业界独一无二，极具价值的产品。职责：-探索并实践前沿爬虫技术与存储技术-分布式爬虫系统的开发，维护，与优化-对接第三方数据源，清洗入库-编写数据分析脚本要求：-热爱技术，对解决具有挑战性问题富有激情，学习能力和求知欲强-具备强悍的编码能力，内功扎实-熟悉linux开发环境，熟悉python，毕竟lifeisshort-有过分布式爬虫开发经验者优先-熟悉scrapy/redis/mongodb/mysql者优先-一线大学计算机或相关专业-阅读英文技术文档无障碍加分：-有过Android或iOSapp开发经验-有过逆向工程、反编译、破解app经验-有个人博客、参与开源项目、可提供Github/StackOverflow/知乎等id关于我们：百观Lab（BigOneLab）是一个年轻开放，硅谷风格的金融数据技术公司，致力于给全球投资机构抓取、分析、可视化非常规数据的产品。我们的客户是位于北京，纽约，和新加坡的数家国际一流投资机构，涉及的投资决策上千万美金。百观Lab于2016年获得了徐小平真格基金领投的百万美元天使融资。我们位于北京，是一个快速成长的国际化创业团队，成员来自国际一流技术与金融公司。为了做出最棒的产品，我们需要同样充满好奇心，技艺高超的小伙伴。我们提供：-极有竞争力的待遇+期权激励-有趣的同事-超棒的办公环境，紧邻雍和宫五道营#我们也不喜欢西二旗-弹性工作制#我们也不相信996-HermanMiller座椅-和百观技术顾问团交流学习的机会(百度机器学习T9，前豌豆荚资深架构师，斯坦福AI博士等)-MacBookPro，零食饮料，免费午餐，免费口罩...,17000-26000,数据服务|金融,https://www.lagou.com/jobs/3720481.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
30,北京天润融通科技股份有限公司,2018-03-02,python开发实习生,职位诱惑： 定期培训/定期团建/提供工作餐/牛人mentor/租房补助/可转正 职位描述： 岗位职责 1.参与公司数据平台建设，负责后端代码编写； 2.与产品、技术对接，并调试后端接口； 3.表现优秀会有机会参加平台建设方面的工作。 任职资格 1.至少掌握一门编程语言，有编程经验。会python、django者优先； 2.熟练使用sql语言，了解索引； 3.有较强的责任心和上进心；,4000-8000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417035594.html?sid=seo_aladingb,2018-04-01
31,北京思源置地投资有限公司,2018-03-02,Python开发工程师（校招）(北京思源置地投资有限公司),工作职责：1.负责云平台、CMDB、作业平台等API接口的编写。2.生产运维管理需求提供Python脚本工具。任职要求：1.全日制本科以上学历计算机相关专业；2.熟悉主流Web框架，了解架构设计和实现原理；3.熟悉基于Mongodb和MySQL的Python开发工作；4.良好的设计和coding能力，拥有一定的研究思维和良好的学习能力；5.责任心强，乐于沟通，善于团队合作。,8000-15000,移动互联网|社交网络,https://www.lagou.com/jobs/4116676.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
32,北京东亚国际技术培训中心,2018-03-02,计算机python语言讲师,岗位职责： 1、能够胜任全英文教授计算机（python语言）编程课程； 2、教学设计：根据美国大学“计算机”课程要求，将课程计划分解为高中三年教学目标，分阶段完成教学课件； 3、负责完成“计算机”学课程阶段测试及期末考试试卷设计，根据美国大学考纲要求，完成每学期学生考核； 任职要求： 1、国内外知名大学“计算机”专业硕士学历，国内院校需“985、211”院校毕业； 2、英语授课流利，有A-LEVEL、AP等国际课程授课经验； 3、有海外留学工作经历者优先考虑；,8000-10000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416945928.html?sid=seo_aladingb,2018-04-01
33,北京大狼科技有限公司,2018-03-02,Python高级软件工程师(北京大狼科技有限公司),"职位诱惑：空间广阔，有竞争力的薪酬【岗位职责】1、负责产品技术管理,协助上级对技术层面把关。2、能独立处理和解决所负责的任务。3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。4、对系统架构质量进行全面控制。5、对下属开发人员进行质量、进度管理。6、与产品经理保持高频度的沟通，从技术层面把控产品迭代，并不断持续优化产品功能【岗位要求】1、本科及以上学历，2、3年以上python开发工作经验。3、2年以上技术主管或项目管理工作经验，有成功交付前后端产品技术管理经验，对APP端、微信开发流程有一定的了解。4、熟练并掌握python、Java语言，有一定的软件架构师经验。5、有良好的代码编写习惯，熟悉使用git等代码管理工具、熟悉Mysql、PostgreSQL数据库。6、熟悉HTML/HTML5,CSS/CSS3,Javascript技术,熟悉前端框架Bootstrap,Vue,React等。7、做事严谨踏实，责任心强，主动积极，条理清楚，善于学习总结，有良好的团队合作精神和沟通协调能力。8、有物联网、互联网SAAS系统、电商支付系统经验者优先",18000-25000,硬件|移动互联网,https://www.lagou.com/jobs/3674339.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
34,北京神荼科技有限公司,2018-03-02,Python-Web开发工程师,"职责描述: 负责公司产品的Web API 和相关SDK开发 任职要求： 1. 有1年及以上的Python WEB服务端开发经验。 2. 熟悉python-Web框架(flask|django等),有Shell脚本使用经验。 3. 能够熟练使用redis,mysql,mongodb。 4. 熟悉TCP/IP和网络编程，熟悉多线程编程和websocket协议。 5. 善于分析和解决问题，比较强的学习经验和创新能力，有责任心。 6. 加分项：有区块链项目或者数字货币钱包开发经验 。",8000-15000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416599280.html?sid=seo_aladingb,2018-04-01
35,北京摩尔妈咪网络科技有限公司,2018-03-02,高级Python工程师(北京摩尔妈咪网络科技有限公司),【岗位职责】公司系统构建各种基础架构层，具有独立项目管理能力，熟悉研发及协作流程；具有系统设计及架构能力，自身系统拆分及外部对接；自主、独立设计、完成团队内部的工具、平台、创新技术产品。【用人要求】需具备3年以上Python开发经验，参与过大型高并发网站开发和实施工作；使用过Flask或SanicWeb框架，熟悉掌握Rabbitmq或Kafka消息组件；熟悉MySQL数据库以及优化方法，了解常用的NoSQL产品，如MongoDB，Redis，Memcache；熟悉Python的协程（coroutine）编程方法，熟悉Linux开发环境；熟悉大流量、高并发、高性能的WEB后端系统的设计及应用，擅长性能调优者优先。【我们希望你可以】内心温暖，愿意做一件有社会责任感的事，与我们一起帮助中国的下一代，从小就能拥有更好的教育、更多的爱有激情、有想法，喜欢亲手从0到1去构建一个体系、打造一个未来【关于摩尔妈妈】摩尔妈妈已获得互联网知名大佬青睐，并有实力雄厚的机构强力支持，初创团队来自国内外你能想到的一线知名互联网公司摩尔妈妈致力于打造中国第一个高素质妈妈社区共享育儿平台，背后集结了三亿用户的需求团结广大中国妈妈的力量，共同解决0-6岁儿童的托育难题，让高素质妈妈成为改变中国教育的中流砥柱帮助妈妈们，通过共享自己在育儿方面的经验和时间，为家庭增加收入，为自己赢得尊严，零成本启动在家创业【我们可以提供什么】薪酬奖金行业内有竞争力的薪资（每年2次review调整）项目奖金丰厚年终奖金全额五险一金期权长期激励健康OPEN的工作环境优越的地理位置—坐落在北京东三环使馆蓝色港湾周边超酷的办公环境—“硅谷范”2200平的两层独栋注重健康—全楼覆盖的新风系统+健身房摩尔妈妈福利每年至少一次集体出游不定期各种高逼格有特色的TB你可能意想不到的特色礼物提倡高效工作，劳逸结合，休假大礼包专业培训行业大佬现身指导外部专业培训经费行业大咖牛人分享,25000-50000,移动互联网,https://www.lagou.com/jobs/4116352.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
36,随行付支付有限公司,2018-03-02,高级python工程师,岗位职责： 1、负责开发公司的各个产品的核心通用运维组件，包括健康监控、运维数据采集、性能报警、产品上线系统和其余自动化运维组件； 2、与产品研发人员充分沟通，开发运维平台，保证产品的运维质量，保证产品正常运行； 3、自动化运维平台研发，提升运维、开发协作效率，推进标准化运维； 4、运维监控平台研发，能够主动学习新技术，熟悉zabbix、ganglia或nigios 平台的二次开发，可以通过量化指标，提升运维质量。 任职资格： 1、3年以上Python开发经验，有其他语言开发经验亦可，熟悉各种powershell或bat或bash及其余SHELL脚本的编写； 2、熟悉web框架、http协议； 3、有优秀的系统设计和架构的意识，熟悉常用的运维系统的设计原则，熟悉软件设计模式和软件工程； 4、熟悉服务器和机房运维的运维技术，熟悉各种性能计数器、健康监控、网络协议、Active Directory、WMI、SNMP、Linux下的系统调用等各种API的其中一种； 5、有责任心，有良好的团队合作精神，有责任感，有较好的沟通能力，主动性强； 6、对计算机相关基础知识有较好理解，了解常用数据结构和算法； 7、良好的编码风格及测试习惯； 8、拥有优秀的技术钻研能力和自学能力，能根据现有的知识和学习方法，不断学习自己所未知的、在实际系统运维过程中所需要的新知识。,15000-25000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416942504.html?sid=seo_aladingb,2018-04-01
